id,url,title,lead_paragraph,category,publish_datetime,source,thumbnail_url,label
article_1112,https://vnexpress.net/tp-hcm-hien-co-55-000-lo-dat-du-dieu-kien-mien-giay-phep-xay-dung-4904702.html,TP HCM hiện có 55.000 lô đất đủ điều kiện miễn giấy phép xây dựng,"TP HCM hiện có khoảng 360 khu vực với 55.000 lô đất đủ điều kiện miễn giấy phép xây dựng, theo Sở Xây dựng thành phố.",Other,2025-06-22T15:07:00+07:00,VnExpress,data/images/article_1112_image.png,non-clickbait
article_1113,https://vnexpress.net/cai-tao-can-ho-ap-mai-50-nam-thanh-khong-gian-hien-dai-4904689.html,Cải tạo căn hộ áp mái 50 năm thành không gian hiện đại,"Tây Ban NhaCăn hộ mới được tạo thành nhờ nâng cao cấu trúc, xử lý giàn xương thép lộ ra ngoài và tường gạch nguyên bản, bổ sung nội thất trang trí.",Other,2025-06-22T11:28:00+07:00,VnExpress,data/images/article_1113_image.png,non-clickbait
article_1114,https://vnexpress.net/ai-gop-phan-dinh-hinh-thi-truong-bat-dong-san-nhu-the-nao-4904607.html,AI góp phần định hình thị trường bất động sản như thế nào?,"Trí tuệ nhân tạo (AI) đang tái định hình cách doanh nghiệp bất động sản phát triển sản phẩm, tiếp thị, quản lý và chăm sóc khách hàng, trở thành công cụ chiến lược trong cuộc đua chuyển đổi số ngành địa ốc.",Other,2025-06-22T08:14:00+07:00,VnExpress,data/images/article_1114_image.png,non-clickbait
article_1115,https://vnexpress.net/so-huu-nha-tai-pho-vinhomes-golden-city-voi-4-9-ty-dong-4904743.html,"Sở hữu nhà tại phố Vinhomes Golden City với 4,9 tỷ đồng","Khu đô thị Vinhomes Golden City tại Hải Phòng có chính sách giãn xây và loạt ưu đãi lớn, vốn mua nhà ban đầu chỉ từ 4,9 tỷ đồng.",Other,2025-06-22T14:30:00+07:00,VnExpress,data/images/article_1115_image.png,non-clickbait
article_1116,https://vnexpress.net/tan-hoang-minh-duoc-thi-diem-lam-du-an-1-800-ty-o-nha-trang-4904580.html,Tân Hoàng Minh được thí điểm làm dự án 1.800 tỷ ở Nha Trang,UBND tỉnh Khánh Hòa vừa cho doanh nghiệp thuộc Tập đoàn Tân Hoàng Minh thí điểm làm dự án có vốn 1.800 tỷ đồng tại Nha Trang.,Other,2025-06-21T21:47:00+07:00,VnExpress,data/images/article_1116_image.png,non-clickbait
article_1118,https://vnexpress.net/tap-doan-han-quoc-muon-lam-khu-do-thi-1-500-ha-o-bac-ninh-4904415.html,Tập đoàn Hàn Quốc muốn làm khu đô thị 1.500 ha ở Bắc Ninh,Tập đoàn Nhà đất Hàn Quốc đang hoàn thiện thủ tục đầu tư khu đô thị Đông Nam TP Bắc Ninh với quy mô hơn 1.500 ha.,Other,2025-06-21T09:02:00+07:00,VnExpress,data/images/article_1118_image.png,non-clickbait
article_1119,https://vnexpress.net/hon-1-600-can-ho-cao-cap-sun-feliza-suites-ra-mat-tai-ha-noi-4904501.html,Hơn 1.600 căn hộ cao cấp Sun Feliza Suites ra mắt tại Hà Nội,"Hà NộiLễ ra quân dự án Sun Feliza Suites với 1.667 căn hộ, quy tụ gần 2.000 nhân viên kinh doanh, đánh dấu sự trở lại của Sun Group với phân khúc cao cấp tại Hà Nội.",Other,2025-06-21T15:30:00+07:00,VnExpress,data/images/article_1119_image.png,non-clickbait
article_1120,https://vnexpress.net/the-pathway-gop-phan-lam-moi-dien-mao-do-thi-bien-sam-son-4904499.html,The Pathway góp phần làm mới diện mạo đô thị biển Sầm Sơn,"Việc Sun Group phát triển The Pathway cùng sự đồng bộ về hạ tầng du lịch giúp Sầm Sơn thêm năng động, giàu trải nghiệm văn hóa, giải trí.",Other,2025-06-21T13:00:00+07:00,VnExpress,data/images/article_1120_image.png,non-clickbait
article_1121,https://vnexpress.net/the-grand-ho-tram-ra-mat-phan-khu-moi-4904436.html,The Grand Ho Tram ra mắt phân khu mới,"Maia Resort Ho Tram là phân khu mới tại The Grand Ho Tram, hướng đến trải nghiệm nghỉ dưỡng gắn kết thiên nhiên, chăm sóc sức khỏe và thư giãn.",Other,2025-06-21T10:30:00+07:00,VnExpress,data/images/article_1121_image.png,non-clickbait
article_1122,https://vnexpress.net/thaco-duoc-chap-thuan-dau-tu-khu-cong-nghiep-co-khi-786-ha-tai-binh-duong-4903955.html,Thaco được chấp thuận đầu tư khu công nghiệp cơ khí 786 ha tại Bình Dương,Bình Dương vừa chấp thuận chủ trương và nhà đầu tư khu công nghiệp Bắc Tân Uyên 1 cho Công ty Đầu tư phát triển Khu công nghiệp Thadico Bình Dương - thành viên Tập đoàn Thaco.,Other,2025-06-20T09:41:00+07:00,VnExpress,data/images/article_1122_image.png,non-clickbait
article_1123,https://vnexpress.net/nha-ong-92-m2-tai-hien-lang-que-trong-pho-4903857.html,Nhà ống 92 m2 tái hiện 'làng quê trong phố',"Công trình xây trên khu đất 92 m2 nằm giữa đô thị đông đúc nhưng có đủ góc sân, khoảng trời và nhiều không gian mở.",Other,2025-06-20T06:53:00+07:00,VnExpress,data/images/article_1123_image.png,non-clickbait
article_1124,https://vnexpress.net/kien-giang-cap-phep-3-du-an-hon-90-000-ty-dong-cho-sun-group-4903886.html,Kiên Giang cấp phép 3 dự án hơn 90.000 tỷ đồng cho Sun Group,"UBND tỉnh Kiên Giang vừa chấp thuận cho Tập đoàn Sun Group đầu tư ba dự án quy mô 90.000 tỷ tại TP Phú Quốc, nhằm phục vụ hội nghị APEC 2027.",Other,2025-06-20T06:35:00+07:00,VnExpress,data/images/article_1124_image.png,non-clickbait
article_1125,https://vnexpress.net/dieu-chinh-quy-hoach-izumi-city-tao-luc-day-kinh-doanh-cho-nam-long-4903708.html,Điều chỉnh quy hoạch Izumi City tạo lực đẩy kinh doanh cho Nam Long,"Khu đô thị Waterfront (Izumi City) vừa được UBND TP Biên Hòa phê duyệt điều chỉnh cục bộ quy hoạch tỷ lệ 1/500, tạo đà triển khai các phân khu tiếp theo nửa cuối năm.",Other,2025-06-20T17:00:00+07:00,VnExpress,data/images/article_1125_image.png,non-clickbait
article_1126,https://vnexpress.net/khanh-hoa-siet-quan-ly-moi-gioi-va-san-giao-dich-bat-dong-san-4903673.html,Khánh Hòa siết quản lý môi giới và sàn giao dịch bất động sản,"Sở Xây dựng Khánh Hòa yêu cầu các tổ chức, cá nhân kinh doanh bất động sản tại tỉnh kê khai thông tin và rà soát hoạt động nhằm chấn chỉnh tình trạng đầu cơ, thao túng giá.",Other,2025-06-19T15:50:00+07:00,VnExpress,data/images/article_1126_image.png,non-clickbait
article_1127,https://vnexpress.net/cong-ty-con-cua-vinhomes-lam-san-golf-hon-100-ha-o-quang-ninh-4903443.html,Công ty con của Vinhomes làm sân golf hơn 100 ha ở Quảng Ninh,Công ty Xây dựng Thái Sơn được chấp thuận đầu tư sân golf Quang Hanh hơn 100 ha tại TP Cẩm Phả với vốn đầu tư gần 900 tỷ đồng.,Other,2025-06-19T09:00:00+07:00,VnExpress,data/images/article_1127_image.png,non-clickbait
article_1128,https://vnexpress.net/nha-pho-thuong-mai-thu-thiem-gia-gan-mot-ty-dong-moi-m2-4896752.html,Nhà phố thương mại Thủ Thiêm giá gần một tỷ đồng mỗi m2,"TP HCMGiá sơ cấp và thứ cấp của nhà phố thương mại tại Thủ Thiêm tăng mạnh, lên gần một tỷ đồng/m2, cao hơn 10-20% so với cùng kỳ năm ngoái.",Other,2025-06-19T00:00:00+07:00,VnExpress,data/images/article_1128_image.png,non-clickbait
article_1129,https://vnexpress.net/binh-dinh-yeu-cau-day-nhanh-du-an-sieu-du-thuyen-5-200-ha-tai-de-gi-4903392.html,Bình Định yêu cầu đẩy nhanh dự án siêu du thuyền 5.200 ha tại Đề Gi,"Tỉnh Bình Định đề nghị tập đoàn Palmer Johnson và Quỹ Finance Suisse đẩy nhanh tiến độ triển khai dự án nghỉ dưỡng, bến du thuyền gần 5.200 ha tại Đề Gi - Vũng Bồi.",Other,2025-06-19T09:52:00+07:00,VnExpress,data/images/article_1129_image.png,non-clickbait
article_1130,https://vnexpress.net/sun-group-ra-mat-ba-toa-thap-ben-bien-vung-tau-4903677.html,Sun Group ra mắt ba tòa tháp bên biển Vũng Tàu,"Sun Property giới thiệu các tòa tháp cao tầng thuộc phân khu Blanca, dự án Blanca City với tầm nhìn hướng biển Bãi Sau và công viên nước Sun World 15 ha.",Other,2025-06-19T15:00:00+07:00,VnExpress,data/images/article_1130_image.png,non-clickbait
article_1132,https://vnexpress.net/gio-hang-dau-tien-hong-hac-city-thu-hut-hang-tram-khach-hang-4899441.html,Giỏ hàng đầu tiên Hồng Hạc City thu hút hàng trăm khách hàng,"Nhà phố liền kề, biệt thự song lập, đơn lập phân khu Hồng Phát dự án Hồng Hạc City được Phú Mỹ Hưng mở bán sáng 14/6, hút gần 500 khách hàng tham gia bốc thăm để mua.",Other,2025-06-19T09:00:00+07:00,VnExpress,data/images/article_1132_image.png,non-clickbait
article_1133,https://vnexpress.net/skym-tang-gia-tri-nho-tam-nhin-huong-vinh-va-ho-nhac-nuoc-4903117.html,SkyM tăng giá trị nhờ tầm nhìn hướng vịnh và hồ nhạc nước,"Quảng NinhTổ hợp căn hộ SkyM của BIM Land tại khu đô thị Halong Marina sở hữu tầm nhìn hướng vịnh và hồ nhạc nước 13,5 ha, mang đến phong cách sống như nghỉ dưỡng.",Other,2025-06-19T08:00:00+07:00,VnExpress,data/images/article_1133_image.png,non-clickbait
article_1134,https://vnexpress.net/nhieu-uu-dai-tai-su-kien-ra-mat-du-an-happy-one-sora-4899853.html,Nhiều ưu đãi tại sự kiện ra mắt dự án Happy One Sora,"Tại sự kiện ra mắt dự án Happy One Sora ngày 22/6, nhiều ưu đãi và quà tặng rút thăm may mắn được áp dụng như ôtô Ford, Honda SH, chuyến du lịch Nhật Bản...",Other,2025-06-19T08:00:00+07:00,VnExpress,data/images/article_1134_image.png,non-clickbait
article_1135,https://vnexpress.net/du-an-aqua-city-cua-novaland-duoc-go-vuong-phap-ly-4903296.html,Dự án Aqua City của Novaland được gỡ vướng pháp lý,"Đồng Nai phê duyệt điều chỉnh quy hoạch 1/500 cho Aqua City - dự án ""sống còn"" của Novaland - sau 4 năm vướng pháp lý.",Other,2025-06-18T15:38:00+07:00,VnExpress,data/images/article_1135_image.png,non-clickbait
article_1136,https://vnexpress.net/tp-hcm-da-go-vuong-cho-63-du-an-ton-dong-4903157.html,TP HCM đã gỡ vướng cho 63 dự án tồn đọng,"TP HCM đã tháo gỡ vướng mắc cho 63 trong tổng số 571 dự án tồn đọng, qua đó khơi thông hơn 86.800 tỷ đồng vốn đầu tư.",Other,2025-06-18T13:06:00+07:00,VnExpress,data/images/article_1136_image.png,non-clickbait
article_1137,https://vnexpress.net/kien-giang-goi-dau-tu-loat-khu-do-thi-ty-usd-o-phu-quoc-4903172.html,Kiên Giang gọi đầu tư loạt khu đô thị tỷ USD ở Phú Quốc,"UBND tỉnh Kiên Giang vừa duyệt danh mục 40 dự án kêu gọi đầu tư, trong đó có nhiều khu đô thị tỷ USD phục vụ hội nghị APEC 2027.",Other,2025-06-18T11:49:00+07:00,VnExpress,data/images/article_1137_image.png,non-clickbait
article_1138,https://vnexpress.net/co-nen-ban-nha-40-m2-trong-ngo-chuyen-sang-chung-cu-4902902.html,Có nên bán nhà 40 m2 trong ngõ chuyển sang chung cư?,"Cùng ngân sách, tổng diện tích sàn sử dụng của chung cư có thể không bằng nhà trong ngõ nhưng đi kèm nhiều tiện ích, phù hợp gia đình trẻ, theo chuyên gia.",Other,2025-06-18T10:21:00+07:00,VnExpress,data/images/article_1138_image.png,non-clickbait
article_1139,https://vnexpress.net/tp-hcm-du-kien-dau-tu-7-ty-usd-xay-trung-tam-tai-chinh-quoc-te-4903007.html,TP HCM dự kiến đầu tư 7 tỷ USD xây trung tâm tài chính quốc tế,"TP HCM dự kiến đầu tư khoảng 172.000 tỷ đồng xây trung tâm tài chính quốc tế tại quận 1 và Thủ Thiêm, ưu tiên triển khai khu lõi 9,2 ha trong giai đoạn đầu.",Other,2025-06-18T09:16:00+07:00,VnExpress,data/images/article_1139_image.png,non-clickbait
article_1140,https://vnexpress.net/cai-tao-nha-pho-voi-phan-loi-rong-cho-gia-chu-gen-z-4902876.html,Cải tạo nhà phố với phần lõi rỗng cho gia chủ Gen Z,"TP HCMNhững khoảng thông tầng làm rỗng phần lõi giữa công trình, thúc đẩy quá trình tối ưu ánh sáng tự nhiên vào các không gian.",Other,2025-06-18T05:00:00+07:00,VnExpress,data/images/article_1140_image.png,non-clickbait
article_1141,https://vnexpress.net/chien-luoc-phat-trien-bat-dong-san-sinh-thai-cua-dat-phuong-4902868.html,Chiến lược phát triển bất động sản sinh thái của Đạt Phương,"Từ biệt thự có bến du thuyền đến trải nghiệm sống bên sông, gần di sản, chuỗi dự án của Đạt Phương luôn hướng tới hài hòa thiên nhiên, tiện ích hiện đại.",Other,2025-06-18T20:00:00+07:00,VnExpress,data/images/article_1141_image.png,non-clickbait
article_1142,https://vnexpress.net/lumiere-midtown-tiep-noi-chuoi-du-an-hang-sang-cua-masterise-homes-4900008.html,Lumière Midtown tiếp nối chuỗi dự án hạng sang của Masterise Homes,"TP HCMLumière Midtown có vị trí trung tâm khu đô thị The Global City cùng hệ tiện ích đa lớp, thu hút hàng trăm nhà đầu tư và khách hàng tại sự kiện giới thiệu hôm 14/6.",Other,2025-06-18T11:00:00+07:00,VnExpress,data/images/article_1142_image.png,non-clickbait
article_1143,https://vnexpress.net/vi-tri-ton-gia-tri-can-ho-hang-sang-sun-solar-residence-4903111.html,Vị trí tôn giá trị căn hộ hạng sang Sun Solar Residence,"Đà NẵngVị trí đắc địa tại trung tâm quận Hải Châu kết hợp yếu tố hạ tầng, hệ tiện ích góp phần định hình giá trị bất động sản hạng sang Sun Solar Residence.",Other,2025-06-18T10:00:00+07:00,VnExpress,data/images/article_1143_image.png,non-clickbait
article_1144,https://vnexpress.net/ha-tang-khu-cong-nghiep-tao-luc-day-cho-dia-oc-quy-nhon-4899320.html,"Hạ tầng, khu công nghiệp tạo lực đẩy cho địa ốc Quy Nhơn","Cao tốc Quy Nhơn - Pleiku, quốc lộ 19, cầu Thị Nại 2 cùng khu công nghiệp Nhơn Hội… được kỳ vọng thúc đẩy dư địa tăng trưởng bất động sản Quy Nhơn.",Other,2025-06-18T09:00:00+07:00,VnExpress,data/images/article_1144_image.png,non-clickbait
article_1145,https://vnexpress.net/phe-duyet-dieu-chinh-quy-hoach-khu-do-thi-du-lich-hon-204-ha-tai-nhon-trach-4899952.html,Phê duyệt điều chỉnh quy hoạch khu đô thị du lịch hơn 204 ha tại Nhơn Trạch,"UBND tỉnh Đồng Nai vừa phê duyệt nhiệm vụ điều chỉnh quy hoạch chi tiết tỷ lệ 1/500 cho Khu đô thị du lịch Nhơn Phước, xã Đại Phước, huyện Nhơn Trạch.",Other,2025-06-17T15:32:00+07:00,VnExpress,data/images/article_1145_image.png,non-clickbait
article_1146,https://vnexpress.net/can-ho-270-m2-phong-cach-a-dong-cho-ba-the-he-4899641.html,Căn hộ 270 m2 phong cách Á Đông cho ba thế hệ,"Hà NộiĐược cải tạo từ hai căn hộ liền nhau, các không gian chức năng có thể đáp ứng nhu cầu của gia đình ba thế hệ.",Other,2025-06-17T00:40:00+07:00,VnExpress,data/images/article_1146_image.png,non-clickbait
article_1147,https://vnexpress.net/bac-ninh-nang-chieu-cao-khu-nha-xa-hoi-toi-da-22-tang-4899652.html,Bắc Ninh nâng chiều cao khu nhà xã hội tối đa 22 tầng,"Khu nhà xã hội tại TP Bắc Ninh và thị xã Quế Võ được điều chỉnh quy hoạch từ tối đa 18 tầng lên 22 tầng, quy mô dân số 3.800 người.",Other,2025-06-17T00:04:00+07:00,VnExpress,data/images/article_1147_image.png,non-clickbait
article_1148,https://vnexpress.net/caraworld-dat-ky-luc-hoat-dong-da-ngoai-ben-bien-dong-nhat-viet-nam-4902950.html,CaraWorld đạt kỷ lục ‘hoạt động dã ngoại bên biển đông nhất Việt Nam’,"Hàng nghìn người đăng ký tham gia trong một ngày giúp CaraWorld Summer Hits 2025 trở thành ""Ngày hội dã ngoại bên biển có số lượng người tham gia đông nhất Việt Nam"".",Other,2025-06-17T21:00:00+07:00,VnExpress,data/images/article_1148_image.png,non-clickbait
article_1149,https://vnexpress.net/blanca-city-thu-hut-hang-nghin-nguoi-tai-su-kien-ra-mat-4902951.html,Blanca City thu hút hàng nghìn người tại sự kiện ra mắt,"Blanca City nằm tại Bãi Sau - Vũng Tàu, có quy mô 96,6 ha, hút nhà đầu tư nhờ vị trí, thiết kế, tầm nhìn hướng biển và tiềm năng sinh lời từ hệ sinh thái du lịch - nghỉ dưỡng.",Other,2025-06-17T20:00:00+07:00,VnExpress,data/images/article_1149_image.png,non-clickbait
article_1150,https://vnexpress.net/dic-holdings-ra-mat-thuong-hieu-moi-4899842.html,DIC Holdings ra mắt thương hiệu mới,"DIC Holdings công bố thương hiệu mới Dicera Holdings, đánh dấu bước chuyển mình sau hơn ba thập kỷ phát triển.",Other,2025-06-17T17:00:00+07:00,VnExpress,data/images/article_1150_image.png,non-clickbait
article_1151,https://vnexpress.net/trung-tam-cham-soc-suc-khoe-cao-cap-tai-thanh-xuan-valley-4899697.html,Trung tâm chăm sóc sức khỏe cao cấp tại Thanh Xuan Valley,"BIM Land hợp tác Prime Medical Care (PMC), tích hợp mô hình y tế chủ động vào Thanh Xuan Valley, hướng tới hệ sinh thái sống xanh, sống khỏe, sống bền vững giữa thung lũng.",Other,2025-06-17T09:00:00+07:00,VnExpress,data/images/article_1151_image.png,non-clickbait
article_1152,https://vnexpress.net/dong-luc-cho-thi-truong-can-ho-cao-cap-hai-phong-4897948.html,Động lực cho thị trường căn hộ cao cấp Hải Phòng,"Hải PhòngThuộc tam giác kinh tế Hà Nội, Quảng Ninh, cảng biển lớn, hạ tầng giao thông đa dạng, dân số tăng sau sáp nhập là động lực cho thị trường căn hộ cao cấp Hải Phòng.",Other,2025-06-17T08:00:00+07:00,VnExpress,data/images/article_1152_image.png,non-clickbait
article_1153,https://vnexpress.net/san-golf-nghin-ty-o-quang-ninh-du-kien-van-hanh-tu-2030-4899316.html,Sân golf nghìn tỷ ở Quảng Ninh dự kiến vận hành từ 2030,"Sân golf Uông Bí có 36 hố, tổng vốn đầu tư hơn 1.100 tỷ đồng dự kiến đi vào hoạt động từ cuối 2030.",Other,2025-06-16T16:06:00+07:00,VnExpress,data/images/article_1153_image.png,non-clickbait
article_1154,https://vnexpress.net/khong-bat-buoc-nguoi-dan-dieu-chinh-giay-to-nha-dat-sau-sap-nhap-4899404.html,Không bắt buộc người dân điều chỉnh giấy tờ nhà đất sau sáp nhập,"Bộ Nông nghiệp và Môi trường cho biết sau sáp nhập đơn vị hành chính, người dân không phải điều chỉnh giấy tờ đất đai vì thay đổi địa giới.",Other,2025-06-16T13:11:00+07:00,VnExpress,data/images/article_1154_image.png,non-clickbait
article_1155,https://vnexpress.net/nha-pho-5-tang-da-nang-cho-gia-dinh-tre-4899150.html,Nhà phố 5 tầng đa năng cho gia đình trẻ,"TP HCMMỗi tầng được bố trí một không gian chức năng riêng biệt, đáp ứng nhu cầu nghỉ ngơi, giải trí cho ba thành viên.",Other,2025-06-16T00:30:00+07:00,VnExpress,data/images/article_1155_image.png,non-clickbait
article_1156,https://vnexpress.net/trung-nam-group-dau-tu-gan-3-900-ty-dong-xay-khu-cong-nghiep-ca-na-4899080.html,Trung Nam Group đầu tư gần 3.900 tỷ đồng xây khu công nghiệp Cà Ná,"Công ty cổ phần Đầu tư hạ tầng khu công nghiệp Trung Nam Cà Ná, thành viên Trung Nam Group, làm chủ đầu tư khu công nghiệp gần 3.900 tỷ đồng ở Ninh Thuận.",Other,2025-06-16T00:10:00+07:00,VnExpress,data/images/article_1156_image.png,non-clickbait
article_1157,https://vnexpress.net/tien-ich-cua-khu-biet-lap-the-prive-4899332.html,Tiện ích của khu biệt lập The Privé,"The Privé có ba mặt hướng sông, phát triển theo mô hình compound cao tầng với hệ tiện ích may đo khép kín, nằm ngay gần Mai Chí Thọ, kề cận trung tâm TP HCM.",Other,2025-06-16T17:00:00+07:00,VnExpress,data/images/article_1157_image.png,non-clickbait
article_1158,https://vnexpress.net/du-an-pho-hien-city-to-chuc-ra-quan-4899433.html,Dự án Phố Hiến City tổ chức ra quân,"Chủ đầu tư Bình Minh Phố Hiến tổ chức lễ ra quân dự án Phố Hiến City với gần 500 chuyên viên kinh doanh, đối tác tại Khoái Châu, ngày 13/6.",Other,2025-06-16T15:00:00+07:00,VnExpress,data/images/article_1158_image.png,non-clickbait
article_1159,https://vnexpress.net/loi-the-giup-khu-dong-tp-hcm-hut-dau-tu-sau-sap-nhap-4899143.html,Lợi thế giúp khu Đông TP HCM hút đầu tư sau sáp nhập,"Khu Đông với TP Thủ Đức, Dĩ An, Biên Hòa có lợi thế đón đầu tư khi nằm trong chiến lược tái cấu trúc đô thị sau sáp nhập cùng dòng vốn mạnh đổ vào hạ tầng.",Other,2025-06-16T09:00:00+07:00,VnExpress,data/images/article_1159_image.png,non-clickbait
article_1160,https://vnexpress.net/du-an-d-homme-ban-giao-nha-trong-thang-6-4898518.html,Dự án D-Homme bàn giao nhà trong tháng 6,"Căn hộ D-Homme mặt tiền đường Hồng Bàng bàn giao trong tháng 6 với tiện ích nội khu hoàn thiện gồm hồ bơi, phòng gym, rạp chiếu phim, vườn trên không.",Other,2025-06-16T08:00:00+07:00,VnExpress,data/images/article_1160_image.png,non-clickbait
article_1161,https://vnexpress.net/dau-tu-ket-hop-nghi-duong-tai-ban-mong-resort-funfair-4898355.html,Đầu tư kết hợp nghỉ dưỡng tại Bản Mòng Resort & Funfair,Chính sách thuê lại trọn đời với khoản lợi nhuận 5% một năm bằng USD tại Bản Mòng Resort & Funfair đáp ứng nhu cầu nghỉ dưỡng kết hợp đầu tư.,Other,2025-06-16T08:00:00+07:00,VnExpress,data/images/article_1161_image.png,non-clickbait
article_1162,https://vnexpress.net/sap-dau-thau-lai-du-an-khu-do-thi-dap-chieu-gan-chuc-nam-o-tp-quy-nhon-4899000.html,Sắp đấu thầu lại dự án khu đô thị 'đắp chiếu' gần chục năm ở TP Quy Nhơn,"Dự án Khu đô thị, du lịch, văn hóa thể thao hồ Phú Hòa tại trung tâm TP Quy Nhơn sẽ được địa phương đấu thầu lại để chọn nhà đầu tư, sau một thập kỷ ""đắp chiếu"".",Other,2025-06-15T14:19:00+07:00,VnExpress,data/images/article_1162_image.png,non-clickbait
article_1163,https://vnexpress.net/du-an-gan-1-ty-usd-o-van-don-tim-duoc-nha-dau-tu-4898971.html,Dự án gần 1 tỷ USD ở Vân Đồn tìm được nhà đầu tư,"Quảng NinhCông ty Đầu tư địa ốc Hải Đăng, thành viên của HDMon Holdings, được tỉnh Quảng Ninh duyệt là nhà đầu tư dự án đô thị nghỉ dưỡng 1 tỷ USD.",Other,2025-06-15T08:41:00+07:00,VnExpress,data/images/article_1163_image.png,non-clickbait
article_1165,https://vnexpress.net/quang-ngai-dau-gia-56-lo-dat-cuoi-song-tra-khuc-4898921.html,Quảng Ngãi đấu giá 56 lô đất cuối sông Trà Khúc,"56 lô đất ở bờ nam sông Trà Khúc sẽ được đấu giá vào ngày 29/6 với giá khởi điểm từ 345 triệu đến hơn 1,4 tỷ đồng mỗi lô.",Other,2025-06-14T20:49:00+07:00,VnExpress,data/images/article_1165_image.png,non-clickbait
article_1166,https://vnexpress.net/binh-duong-duyet-quy-hoach-khu-du-lich-nghi-duong-222-ha-ven-song-sai-gon-4898889.html,Bình Dương duyệt quy hoạch khu du lịch nghỉ dưỡng 222 ha ven sông Sài Gòn,"Khu dịch vụ du lịch sinh thái nghỉ dưỡng và giải trí Cánh đồng Cây Siu, quy mô hơn 222 ha, giáp sông Sài Gòn vừa được tỉnh Bình Dương phê duyệt quy hoạch 1/2.000.",Other,2025-06-14T17:27:00+07:00,VnExpress,data/images/article_1166_image.png,non-clickbait
article_1168,https://vnexpress.net/vinhomes-lan-thu-10-duoc-vinh-danh-tai-hubexo-asia-awards-4898885.html,Vinhomes lần thứ 10 được vinh danh tại Hubexo Asia Awards,Vinhomes tiếp tục được xướng tên trong Top 10 chủ đầu tư hàng đầu tại lễ trao giải Hubexo Asia Awards 2025.,Other,2025-06-14T17:15:00+07:00,VnExpress,data/images/article_1168_image.png,non-clickbait
article_1169,https://tuoitre.vn/xai-chatgpt-nhieu-co-the-lam-giam-hoat-dong-nao-20250619231034808.htm,Xài ChatGPT nhiều có thể làm giảm hoạt động não,"Một nghiên cứu mới từ Viện Công nghệ Massachusetts (MIT) cảnh báo việc sử dụng trí tuệ nhân tạo (AI), đặc biệt là các mô hình ngôn ngữ như ChatGPT, trong quá trình học tập có thể làm giảm khả năng tư duy độc lập và ghi nhớ của sinh viên.",Công nghệ & Khoa học,2025-06-21T07:42:58+07:00,Tuổi Trẻ,data/images/article_1169_image.png,non-clickbait
article_1170,https://tuoitre.vn/lam-viec-hybrid-working-sao-cho-hieu-qua-20250619193045764.htm,Làm việc hybrid working sao cho hiệu quả?,"Trong bối cảnh làm việc toàn cầu không ngừng thay đổi, mô hình hybrid working trở thành xu hướng chủ đạo đối với dân văn phòng.",Công nghệ & Khoa học,2025-06-20T19:00:00+07:00,Tuổi Trẻ,data/images/article_1170_image.png,non-clickbait
article_1171,https://tuoitre.vn/mo-loi-ky-nguyen-hien-thi-moi-voi-lg-qned-evo-ai-20250620103712745.htm,Mở lối kỷ nguyên hiển thị mới với LG QNED evo AI,"LG ra mắt thế hệ TV QNED evo hoàn toàn mới kế thừa tinh hoa công nghệ từ TV OLED kết hợp cùng các giải pháp màu sắc đột phá, tấm nền Mini LED và bộ xử lý AI Alpha mới.",Công nghệ & Khoa học,2025-06-21T08:00:00+07:00,Tuổi Trẻ,data/images/article_1171_image.png,non-clickbait
article_1172,https://tuoitre.vn/20-co-quan-nha-nuoc-doanh-nghiep-va-truong-dai-hoc-bat-tay-lam-ai-20250620220723005.htm,"20 cơ quan nhà nước, doanh nghiệp và trường đại học 'bắt tay' làm AI","Liên minh AI Âu Lạc được thành lập với mục đích phát triển các mô hình ngôn ngữ lớn (LLM) có khả năng xử lý tiếng Việt chính xác, tự nhiên, phù hợp với văn hóa và bản sắc Việt Nam.",Công nghệ & Khoa học,2025-06-20T22:08:18+07:00,Tuổi Trẻ,data/images/article_1172_image.png,non-clickbait
article_1174,https://tuoitre.vn/buoc-chan-vao-the-gioi-gaming-voi-man-hinh-lg-ultragear-oled-2025-20250619115154139.htm,Bước chân vào thế giới gaming với màn hình LG UltraGear OLED 2025,"Tấm nền OLED sắc nét, tốc độ quét đến 480Hz và thời gian phản hồi nhanh… là những công nghệ giúp bộ ba sản phẩm màn hình gaming LG UltraGear OLED biến giấc mơ của game thủ thành hiện thực.",Công nghệ & Khoa học,2025-06-20T08:00:00+07:00,Tuổi Trẻ,data/images/article_1174_image.png,non-clickbait
article_1176,https://tuoitre.vn/robot-tri-lieu-tam-ly-co-thau-hieu-hay-chi-biet-lang-nghe-20250618102426124.htm,Robot trị liệu tâm lý: Có thấu hiểu hay chỉ biết lắng nghe?,"Robot ứng dụng trí tuệ nhân tạo đang xuất hiện ngày càng nhiều trong lĩnh vực trị liệu tâm lý. Nhưng liệu một cỗ máy có thể thực sự hiểu được con người, hay chỉ đơn thuần là phản hồi theo lập trình?",Công nghệ & Khoa học,2025-06-19T19:19:00+07:00,Tuổi Trẻ,data/images/article_1176_image.png,non-clickbait
